5	1260	
id	mapid	priority	data	poly
258	210040000	5	70160	112.05,132.05;202.67,1533.25;191.5,1539.62;199.44,1556.75;177.59,1571.1;191.71,1583.74;207.06,1579.95;212.04,1586.19;208.5,1600.28;201.75,1608.04;187.74,1593.28;191.62,1583.41;206.9,1579.53;194.41,1560.46;177.59,1572.21;174.55,1611.36;190.01,1632.01;194.96,1659.71;192.57,1676.04;195.33,1678.95;213.98,1681.49;217.9,1673.21;213.4,1661.38;205.63,1656.59;201.71,1635.83;208.83,1626.53;220.43,1620.54;222.17,1609.69;234.77,1584.95;247.65,1577.73;246.72,1559.57;229.27,1535.27
259	210040000	71	70161	0.1,200.1;2217.27,2251.85;2213.9,2274.43;2193.3,2294.73;2193.3,2312.32;2210.26,2327.37;2226.9,2328.48;2237.67,2318.18;2244.64,2302.14;2233.39,2281.42;2237.88,2256.26
260	210040000	90	70162	0.1,103.1;630.63,564.74;623.4,383.54;746.05,320.35;763.86,-20.15;1586.49,-16.87;1613.74,299.29;1542.02,366.96;1588.24,465.52;1695.15,466.08;1814.32,570.21;1783.69,648.17;1585.45,584.69;1512.96,465.53;1151.19,630.7;811.1,472.74
261	210040000	72	70163	0.1,130.1;150.67,1617.96;144.66,1620.76;142.92,1617.25;127.48,1624.46;133.77,1637.92;149.29,1630.74;147.61,1627.11;153.46,1624.45
262	210040000	5	70164	103,903;1922,3440.03;1906.81,3030.65;2349.25,2978.41;2341.31,2802.8;2464.62,2702.9;2462.73,2671.98;2444.66,2645.43;2470.21,2588.71;2496.2,2520.72;2728.73,2294.03;2772.22,2354.2;2778.47,2404.76;2793.42,2417.21;2814.34,2415.22;2832.77,2395.79;2933.24,2372.38;3203.56,2353.63;3238.37,3383.9
263	210040000	64	70165	0.1,220.1;2950.75,2109.38;2949.38,2126.09;2970.17,2129.16;2987.65,2151.77;3005.28,2152.67;3025.68,2132.58;3019.51,2104.14;2997.59,2099.69;2975.89,2109.29
264	210040000	92	70166	0.1,137.3;1141.79,2407.43;1080.16,2417.31;1062.84,2432.69;1083.62,2474.62;1063.17,2487.11;1078.87,2506.62;1104.44,2506.09;1111.95,2528.88;1125.75,2535.96;1201,2504.07;1198.5,2543.39;1190.42,2612.11;1231.27,2630.77;1239.72,2558.19;1224.78,2520.99;1257.67,2500.26;1235.9,2468.82;1204.24,2473.47;1160.59,2429.85;1141.26,2447.68;1152.75,2485.56;1134.92,2498.95;1129.5,2484.23;1115.64,2470.96;1109.91,2447.46;1156.95,2426.39;1182.81,2393.34;1155.9,2379.64
265	210040000	3	70167	102.8,132.8;1513.67,1533.22;1514.53,1551.18;1543.62,1543.32;1558.32,1536.3;1584.6,1536.3;1593.23,1517.16;1613.41,1518.21;1636.12,1497.18;1652.52,1494.03;1682.93,1477.98;1681.45,1454.22;1731.94,1462.08;1786.27,1521.18;1835.52,1504.73;1864.22,1480.06;1894.06,1494.45;1913.74,1559.15;1954.19,1582.54;1959.53,1564.37;1942.34,1549.24;1942.57,1530.19;1971.7,1525.49;1982.68,1512.04;1978.36,1480.09;1956.24,1485.6;1935.08,1481.73;1929.25,1463.13;1943.59,1452.6;1945.39,1433.33;1935.08,1430.2;1918.06,1404.24;1902.82,1405.81;1875.71,1437.4;1839.26,1447.5;1827.83,1471.48;1800.27,1455.79;1813.72,1431.37;1816.4,1390.36;1803.18,1377.37;1817.92,1350.68;1816.94,1307.93;1750.08,1305.4;1721.54,1341.18;1759.64,1374.79;1787.65,1410.19;1759.64,1425.88;1766.36,1437.53;1740.81,1416.24;1723.45,1429.42;1631.81,1391.1;1620.08,1402.74;1643.46,1442.38;1613.73,1459.03;1583.89,1446.15;1555.22,1462.18;1557.27,1484.16;1569.15,1497.86;1541.71,1504.98
266	210040000	2	70168	103.1,133.1;686.72,433.47;677.76,458.81;686.67,475.66;729.77,479.62;744.75,457.42;740.47,425.59;719.1,423.7;712.17,432.94
267	210040000	94	70169	0.1,105.3;570.26,1840.19;581.55,1895.93;616.75,1903.15;656.47,1895.88;678.11,1859.79;669.15,1827.21;634.23,1798.49
268	210040000	2	70170	101,901;1591.54,1043.53;1574.55,1135.6;1597.96,1207.72;1613.12,1248.32;1652.29,1265.95;1680.83,1228.16;1773.52,1144.97;1700.36,1035.06
269	210040000	5	70171	101,901.03;702.38,2267;875.63,3100.75;1767.36,3143;1644.91,2807.14;1586.04,2808.94;1517.66,2769.89;1517.01,2677.76;1584.48,2638.65;1704.91,2645.96;1718.91,2662.67;1705.97,2742.65;1637.29,2812.93;1752.21,3158.69;1893.37,3145.61;1880.97,2706.99;1790.47,2672.13;1831.72,2544.93;1911.6,2487.56;1892.05,2136.83;1665.69,2164.17;1209.75,2278.37;1066.53,2270.33;903.79,2208.99
270	210040000	92	70172	0.1,135.1;264.89,502.37;263.68,546.9;310.35,547.17;320.04,532.44;319.94,518.35;311.47,503.11
271	210040000	14	70173	0.1,420.6;2417.17,344.54;2416.32,353.81;2418.59,353.95;2418.24,357.98;2424.02,358.47;2424.28,354.48;2428.47,354.84;2428.56,353.63;2433.59,354.06;2434.35,353.5;2434.73,349.1;2433.96,348.54;2429.05,348.14;2429.33,345.72
272	210040000	2	70174	0.1,420.13;1890.41,-113.66;-61.88,-134.63;-56.5,716.5;242.1,1102.41;385.05,1085.35;470.33,1101.24;527.52,1156.27;604.45,1139.02;649.35,1097.41;706.86,1143.78;740.98,1090.65;780.21,1115.31;904.21,1345.4;1043.18,1357.49;1107.29,1320.85;1103.24,1279.58;1338.64,1238.1;1361.71,1289.95;1333.79,1375.35;1405.5,1436.67;1480.22,1438.43;1605.04,1240.08;1592.99,1108.27;1618.39,994.26;1710.04,770.09;1746.89,719.31;1818.33,694.02;1892.02,566.75;1871.16,526.64;1896.03,482.52;1948.71,477.07
273	210040000	1	70175	0.1,480.1;2480.83,263.81;2451.84,276.89;2419.05,293.33;2399.31,335.07;2401.21,378.33;2415.06,412.6;2450.02,438.5;2482.59,446.81;2524.79,435.51;2549.37,416.24;2571.69,373.02;2567.22,331.74;2537.41,285.66;2487.53,267.33
274	210040000	1	70176	600,1400;1740.56,-61.11;1617.08,1239.27;3084.36,1095.08;3070.27,-55.33
275	210040000	2	70177	0,800.03;-56.91,2234.23;-54.47,2761.33;841.55,2843.34;897.53,2704.17;804.9,2245.85;369.8,2339.45
276	210040000	88	70178	0.1,132.1;1626.43,2755.13;1630.27,2755.08;1630.25,2747.79;1637.16,2747.84;1637.12,2755.12;1641.24,2755.14;1641.12,2772.2;1626.29,2772.41
277	210040000	18	70179	0.1,101.1;1622.02,2485.36;1595.86,2582.45;1484.89,2583.52;1367.46,2784.99;-51,2785.58;-65.85,3532.2;1419.22,3584.52;1642.12,3466.44;3258.97,3395.43;3239.02,2305.92;2735.22,2401.94;2609.33,2611.76;2422.24,3010.4;1958.9,2980.68;1791.05,2686.94;1822.32,2490.77;1842.91,2186.04;1765.49,2181.09;1729.78,2487.02
278	210040000	91	70180	105,122;493.99,2972.62;488.31,2973.05;484.96,2978.59;486.79,2984.22;507.65,2997.3;514.97,2985.79
279	210040000	52	70181	0.1,200.1;2374.18,2359.2;2417.79,2383.8;2430.39,2385.48;2565.69,2288.11;2430.02,2386.5;2459.59,2442.74;2574.49,2389.87;2577.23,2417.76;2514.7,2462.71;2509.78,2491.74;2550.41,2547.49;2510.07,2586.6;2484.68,2574.49;2469.93,2588.79;2449.45,2627.83;2443.22,2645.44;2448.96,2652.46;2451.43,2652.09;2463.62,2668.49;2477.99,2652.81;2518.22,2647.82;2576.26,2629.94;2565.66,2595.26;2506.78,2590.25;2550.59,2548.15;2570.91,2570.8;2607.43,2561.72;2568.61,2513.77;2564,2485.06;2601.93,2465.93;2624.66,2380.27;2648.4,2379.77;2702.04,2357.5;2772.58,2296.02;2741.32,2271.22;2695.2,2298.08;2654.09,2308.54;2636.46,2294.66;2635.43,2262.65;2651.57,2234.22;2596.64,2197.99;2523.28,2208.58;2393.75,2299.38
280	210040000	6	70182	0.1,800.1;2302.43,2368.78;2408.58,2442.26;2492.36,2495.72;2539.87,2589.59;2708.46,2395.7;2733.3,2268.36;2688.97,2287.79;2674.52,2300.74;2657.09,2303.23;2642.14,2294.27;2638.16,2262.39;2660.63,2231.36;2644.04,2139.17;2542.18,2139.55
281	210040000	55	70183	0.2,260.2;1877.5,492.19;1867.75,516.85;1873.08,545.53;1927.75,577.4;1950.87,560.3;1968.67,532.83;1954.94,500.8;1913.42,484.43
282	210040000	1	70184	0.1,800.1;2120.26,1215.85;2119.31,1653.74;2097.93,1684.78;2127.46,1775.97;2338.11,1739.49;2547.07,1789.95;2686.23,1788.79;2788.84,1616.69;3166.09,1617.26;3164.77,1103.11
283	210040000	70	70185	0.1,200.1;2386.8,2206.04;2367.76,2211.2;2335.45,2223.41;2332.91,2245.43;2347.55,2269.53;2367.31,2262.69;2377.24,2249.01;2389.17,2249.3;2400.28,2236.55
284	210040000	90	70186	0.1,126.4;2316.17,1402.84;2307.02,1429.43;2294.3,1449.39;2284.61,1486.88;2299.25,1496.41;2326.22,1492.93;2338.07,1454.94;2334.08,1433.2;2340.8,1410.88
285	210040000	67	70187	0.1,200.1;2477.83,2076.87;2486.24,2111.56;2538.9,2117.99;2551.61,2093.55;2543.11,2080.18;2517.69,2069.18;2494.05,2064.08
286	210040000	63	70188	0.1,200.1;2778.02,1976.95;2778.46,1996.74;2801.94,1996.56;2816.12,2016.21;2837.38,2018.79;2858.57,1999.77;2854.49,1974.39;2823.85,1962.74;2802.59,1976.91
287	210040000	70	70189	174.75,217.78;1435,1352.12;1431.88,1356.75;1432.25,1362.37;1435.63,1366.37;1440.75,1367.75;1445.88,1365.87;1448.75,1361.25;1448.63,1355.87;1444.75,1351.12;1446.25,1344.75;1442.38,1343.62;1440.25,1350.12
288	210040000	91	70190	0.1,101.1;1748.81,968.79;1735.41,1049.93;1760.27,1082.29;1711.82,1105.62;1691.19,1085.88;1665.62,1075.12;1620.32,1090.37;1607.76,1149.13;1624.36,1197.57;1606.42,1232.11;1628.84,1253.19;1653.51,1246.91;1649.93,1210.58;1711.38,1180.97;1699.26,1093.51;1746.81,1067.94;1786.66,1087.34;1832.62,1059.38;1909.43,1063.14;1956.7,1017.68;2059.48,1020.4;2125.41,998.76;3160.29,815.4;3148.71,848.95;2139.83,1012.16;2130.56,952.41;2084.2,951.38;2029.61,816.44;1989.44,818.5;1939.99,949.32
289	210040000	13	70191	0.1,448.13;2456.75,229.42;2435.52,236.79;2450.54,280.09;2455.55,283.83;2468.9,279.31;2471.68,274.42;2467.53,260.19
290	210040000	11	70192	0.07,418.9;2435.57,401.38;2444.48,393.1;2446.06,394.73;2449.71,391.18;2450.92,391.16;2453.82,394.27;2453.5,395.5;2449.91,398.9;2450.77,399.77;2447.63,402.65;2450.37,405.59;2446.18,409.4;2443.47,406.55;2441.85,408.12
291	210040000	66	70193	0.1,200.1;2692.61,2230.95;2676.55,2250.18;2659.1,2252.19;2641.1,2262.38;2643.7,2293.57;2655.5,2300.97;2673.29,2298.97;2687.68,2287.17;2689.19,2265.65;2707.16,2247.05
292	210040000	68	70194	0.1,200.1;2287.61,1840.37;2284.99,1863.81;2304.79,1866.26;2304.54,1843.13;2326.63,1814.5;2310.58,1789.91;2286.93,1788.87;2270.94,1816.96
293	210040000	120	70195	470,1270;1962.71,-13.38;2004.02,1078.78;3022.3,996.2;3023.34,-13.04
294	210040000	93	70196	0.1,158.2;204.21,563.96;193.57,607.6;249.61,619.45;259.56,575.65
295	210040000	91	70197	0.1,119.1;1656.49,2718.74;1655.94,2718.74;1653.97,2720.67;1654,2721.25;1656.13,2723.26;1655.21,2724.25;1657.25,2726.13;1660.49,2729.18;1664.32,2725.15;1663.45,2724.25;1664.97,2722.59;1662.39,2720.19;1660.87,2721.76;1659.05,2720.19;1658.61,2720.65
296	210040000	1	70198	0.1,800.13;-80.38,668.93;-113.83,2330.51;385.42,2411.76;884.64,2292.3;1210.67,2319.51;1657.49,2196.39;1914.81,2161.8;2135.68,1757.78;2098.84,1681.86;2160.21,1589.9;2159.27,1257.6;1687.25,1258.93;1661.43,1265.01;1602.35,1238.08;1515.09,1325.22;1465.94,1417.19;1409.02,1413.3;1361.64,1374.91;1380.85,1291.69;1336.89,1229.39;1098.26,1241.88;1084.87,1307.87;1032.67,1327.09;907.79,1316.91;796.6,1091.85;742.45,1072.89;707.09,1110.78;645.9,1065.17;564.37,1131.18;484.14,1089.13;408.03,1066.45;235.87,1068.6
297	210040000	116	70199	101,901;689.49,2653.06;605.03,2825.74;557.07,3055.72;883.42,3174.74;1164.73,3183.27;1265.13,3108.76;1362.52,2860.58;1285.55,2640.66;1103.44,2481.23;814.31,2513.43
298	210040000	20	70200	137.71,157.71;1386.67,1036.28;1395.73,1025.56;1393.48,1015.81;1378.2,1013.05;1374.68,1027.67
299	210040000	14	70201	117.8,137.8;333.67,2441.89;333.18,2459.81;344.86,2469.79;360.68,2470.08;369.92,2462.62;368.84,2442.71;360.01,2433.41;348.41,2431.92
300	210040000	11	70202	137.2,167.2;1229.27,2592.94;1228.04,2585.66;1233.81,2574.58;1233.88,2559.27;1221.39,2546.41;1222.5,2541.08;1217.4,2526.66;1218.77,2517.96;1228.97,2503.92;1235.85,2502.54;1242.35,2503.65;1245.6,2500.02;1243.53,2493.96;1235.2,2490.9;1233.48,2487.9;1237.4,2483.76;1235.63,2478.59;1232.74,2475.04;1226.83,2475.04;1216.26,2480.36;1197.61,2480.91;1188.77,2474.87;1184.08,2465.81;1164.61,2467.29;1158.73,2459.68;1163.46,2447.79;1159.65,2439.49;1151.81,2441.45;1148.23,2460.25;1152.27,2473.98;1168.65,2476.06;1183.88,2483.56;1184.11,2488.98;1156.77,2493.71;1147.56,2507.09;1130.79,2502.86;1130.16,2498.91;1123.55,2493.88;1124.15,2483.92;1116.14,2479.54;1106.49,2472.38;1104.12,2451.55;1098.52,2445.95;1101.66,2440.27;1115.99,2436.96;1122.13,2431.19;1138.16,2430.34;1144.9,2427.57;1156.78,2415.44;1164.35,2405.81;1173,2399.84;1172.41,2394.84;1164.26,2389.66;1157.22,2390.26;1157.04,2394.84;1152.96,2402.31;1145.17,2411.98;1133.67,2418.13;1114.84,2419.06;1099.96,2422.11;1092.92,2427.88;1082.4,2423.81;1075.02,2424.06;1069.95,2431.78;1074.85,2446.8;1082.32,2451.12;1089.27,2460.71;1099.83,2474.56;1097.81,2479.14;1091.81,2481.64;1084.92,2483.45;1076.15,2483.24;1070.04,2485.11;1075.55,2496.86;1088.68,2496.26;1095.66,2490.62;1105.37,2487.7;1112.43,2491.89;1114.08,2497.04;1116.84,2502.17;1117.44,2508.87;1113.89,2520.32;1121.48,2525.64;1127.8,2524.16;1129.47,2517.16;1134.95,2514.27;1143.11,2521.86;1147.78,2522.62;1156.45,2515.99;1167.03,2512.54;1173.31,2499.75;1180.85,2503.45;1186.74,2503.07;1192.75,2494.77;1200.36,2492.77;1207.46,2496.1;1216.1,2493.36;1218.62,2495.8;1212.56,2501.85;1210.97,2524.44;1203.87,2538.19;1203.17,2544.59;1211.78,2553.32;1211.12,2557.28;1201.14,2563.71;1193.1,2574.39;1200.3,2583.77;1211.29,2588.89;1203.8,2611.53;1228.19,2623.79
301	210040000	55	70203	0.1,220.1;76.65,1557.54;69.63,1590.78;76.21,1627.23;91.07,1628.25;101.13,1645.41;101.67,1666.14;140.26,1687.17;169.78,1693.98;202.95,1691.99;234.04,1678.67;257.59,1655.21;274.28,1625.25;279.55,1591.04;273.96,1558.32;258.6,1527.8;235.86,1504.18;206.21,1488.37;174.71,1483.26;140.96,1490.56;121.47,1506.22;96.42,1523.62
302	210040000	15	70204	104,124;544,1463.38;534.15,1484.11;539.46,1513.18;544.96,1528.39;553.82,1539.49;530.84,1638.31;516.97,1632.58;491.69,1659.78;477.02,1692.37;492.56,1704.55;518.44,1709.29;530.44,1668.09;524.25,1634.85;549.23,1536.53;581,1531.71;585.63,1515.35;594.94,1512.32;605.02,1493.66;593.43,1472.77;571.29,1476.71;555.22,1458.14
303	210040000	1	70205	0.1,800.1;1837.5,-34.03;1879.18,460.86;1964.56,485.97;1924.11,588.41;1871.16,549.1;1795.78,659.28;1710.69,737.62;1568.87,992.9;1779.79,1237.71;3125.72,1152.2;3122.75,-32.78;2417.05,-26;2453.55,281.4;2481.38,270.07;2535.11,291.78;2562.54,332.56;2564.77,369.63;2542.52,411.15;2518.06,432.66;2485.65,441.5;2446.88,430.43;2422.41,408.93;2403.87,377.05;2407.58,333.3;2426.12,299.94;2475.05,271.02;2432.64,-33.1
304	210040000	93	70206	0.2,137.9;1376.66,1008.69;1369.86,1026.64;1376.89,1040.97;1399.43,1040.78;1405.88,1025.69;1401.6,1008.69
305	210040000	15	70207	0.1,421.1;2510.28,289.9;2502.29,302.95;2513.45,309.92;2521.69,296.91
306	210040000	17	70208	101,121;1756.34,994;1746.92,1010.45;1757.65,1031.37;1761.16,1052.49;1766.58,1058.99;1777.03,1072.13;1703.46,1140.25;1697.9,1124.45;1684.06,1084.64;1665.99,1079.58;1645.76,1082.96;1621.92,1100.4;1614.22,1120.03;1612.9,1159.22;1629.5,1191.71;1625.13,1206.83;1611.08,1227.65;1627.24,1244.85;1642.66,1245.35;1645.88,1236.67;1642.14,1226.44;1638.49,1222.62;1644.43,1202.15;1664.08,1191.66;1697.74,1183.51;1702.5,1161.23;1702.6,1149.22;1699.22,1126.7;1773.17,1066.89;1788.12,1076.68;1797.02,1074.19;1801.37,1049.97;1812.57,1043.63;1827.44,1043.68;1853.02,1046.97;1890.14,1048.92;1914.29,1033.64;1937.77,1011.32;1990.07,997.72;2005.33,990.26;2034.72,997.98;2056.54,1008.72;2082.26,1003.61;2113.04,996.26;2118.36,970.94;2081.93,972.51;2060.55,964.18;2060.17,943.6;2045.68,931.23;2040.95,899.38;2029.9,849.16;2003.5,837.39;1989.15,879;2010.1,904.83;2001.49,938.12;1985.42,947.3;1972.58,971.37;1934.76,983.17;1909.75,967.82;1877.84,962.56;1847.12,965.47;1838.39,997.74;1824.18,1008.48;1810.44,1008.67;1795.67,997.26;1770.36,986.23
307	210040000	16	70209	105.4,135.4;1155.82,1313.59;1149.6,1341.34;1173.16,1352.7;1147.3,1372.7;1143.02,1395.87;1139.62,1417.1;1153.84,1430.21;1166.37,1432.36;1183.79,1435.64;1185.39,1410.92;1183.37,1390.39;1185.41,1364.36;1195.88,1349.43;1209.31,1352.94;1208.8,1371.79;1209.14,1398.15;1192.3,1408.34;1192.49,1419.32;1206.56,1439.97;1226.87,1449.39;1280.17,1575.15;1258.79,1593.67;1240.14,1614.18;1223.36,1611.84;1212.81,1605.93;1203.67,1607.25;1199.47,1613.85;1181.35,1623.52;1164.18,1630.47;1166.87,1641.22;1174.1,1645.83;1184.01,1643.31;1189.91,1629.07;1206.94,1627.68;1215.77,1643.1;1197.24,1650.88;1188.15,1668.2;1174.15,1668.3;1157.82,1654.57;1152.94,1660.68;1155.59,1667.24;1176.42,1680.41;1192.66,1677.79;1202.98,1661.14;1216.48,1658.82;1222.34,1665;1215.28,1682.92;1222.49,1687.27;1234.92,1674.61;1251.11,1671.33;1251.66,1665.06;1233.13,1654.33;1229.04,1642.55;1244.73,1627.98;1258.47,1638.61;1264.93,1650.46;1269.2,1648.83;1272.27,1644.26;1279.86,1643.49;1291.85,1644.88;1320.82,1600.89;1302.61,1573.31;1278.15,1576.9;1223.61,1450.09;1250.38,1450.64;1256.11,1411.46;1224.03,1366.76;1222.9,1330.55;1228.46,1331.28;1247.15,1343.76;1249.06,1363.14;1273.47,1364.58;1273.22,1350.35;1264.1,1342.51;1269.75,1322.72;1236.89,1300.42;1226.33,1304.88;1221.79,1315.06;1207.7,1303.16;1195.74,1304.22;1185.47,1312.22;1170.78,1305.77
308	210040000	87	70210	0.1,124.1;1577,2734.93;1575.76,2738.91;1573.83,2738.44;1572.44,2738.97;1568.48,2750.61;1569.07,2751.77;1575.81,2754.1;1578.02,2754.86;1579.24,2754.3;1583.16,2742.56;1582.49,2741.4;1580.59,2740.76;1582.05,2736.7;1581.66,2735.74;1578.18,2734.58
309	210040000	13	70211	137.5,167.5;1016.48,2424.89;1010.58,2427.16;1006.9,2416.85;1010.83,2412.56;1013.28,2405.32;1025.06,2408.02;1030.71,2401.88;1030.59,2390.59;1041.14,2383.47;1050.22,2383.84;1059.18,2372.55;1055.99,2355.86;1047.28,2353.4;1040.65,2358.68;1033.9,2371.93;1026.17,2372.79;1017.95,2384.08;1000.85,2393.68;995.94,2391.47;994.09,2379.2;988.56,2376.12;964.63,2377.22;961.07,2387.9;961.56,2393.79;966.35,2398.21;973.34,2401.15;989.96,2395.5;996.17,2399.93;999.24,2405.94;999.73,2414.16;1009.61,2417.36;1013.66,2425.59;1009.75,2427.38;1011.59,2438.3;1019.69,2447.26;1019.55,2478.08;1010.47,2484.1;1008.2,2488.35;992.74,2494.12;988.32,2491.05;987.34,2477.43;976.29,2469.21;967.82,2469.94;963.16,2478.78;951.13,2475.71;945.12,2480.74;944.99,2487.74;953.22,2500.38;950.64,2507.25;952.24,2515.35;959.43,2515.26;965.98,2504.8;978.87,2504.31;981.45,2515.6;984.84,2522.14;991.09,2521.89;1012.4,2509.41;1026.2,2510.11;1027.04,2502.88;1032.81,2496.99;1036.12,2492.2;1032.44,2485.57;1018.57,2477.72;1017.92,2445.72;1020.29,2447.89;1038.71,2453.15;1043.01,2462.36;1041.54,2472.79;1047.12,2476.74;1051.97,2475.98;1054.18,2470.83;1051.23,2456.71;1047.06,2449.59;1045.19,2436.81;1037.45,2427.22;1064.33,2403.53;1076.48,2414.46;1084.21,2409.92;1080.16,2394.08;1072.56,2391.26;1064.95,2396.29;1065.31,2405.25;1038.96,2428.48;1032.09,2426.4;1027.55,2430.57;1020.92,2428.48
310	210040000	4	70212	101,121;1651.63,2520.23;1649.94,2542.87;1657.91,2563.86;1683.49,2567.86;1690.49,2619.04;1657.28,2609.77;1629.97,2596.31;1617.22,2596.22;1606.49,2607.87;1557.85,2612.64;1521.26,2632.94;1514.5,2640.23;1492.69,2647.75;1486.42,2673.58;1464.66,2687.78;1465.02,2706.04;1451.19,2727.81;1439.34,2745.42;1439.94,2782.9;1418.42,2758.09;1399.07,2791.73;1384.32,2829.97;1388.83,2862.08;1377.67,2834.73;1352.37,2817;1328.4,2839.06;1277.81,2840.76;1244.97,2904.29;1258.63,2924.91;1244.97,2982.92;1188.37,2910.54;1169.38,2957.41;1146.5,3008.89;1071.19,2989.88;1043.96,3024.69;1015.1,2996.56;978.71,3011.88;878.28,2992.26;850.1,2972.1;834.45,2977.52;838.74,2952.82;831.92,2931.66;784.82,2907.6;759.22,2907.94;734.77,2915.99;726.39,2941.71;723.67,2901.47;687.67,2871.81;660.91,2867.31;636,2887.89;620.82,2883.08;567.15,2893.16;535.23,2906.89;505.54,2914.18;449.42,2911.45;433.42,2914.81;434.26,2936.92;445.76,2936.8;465.29,2942.32;491.06,2959.94;520.15,2981.19;508.56,3005.95;491.63,2996.09;485.75,2999.26;479.52,2995.89;471.09,2985.8;461.4,2982.39;446.81,2973.61;443.49,2967.55;442.29,2960.83;433.39,2953.36;429.26,2946.29;430.29,2940.54;434.42,2937.47;446.1,2937.08;449.62,2911.64;410.81,2920.01;347.69,2883.83;312.49,2848.78;291.91,2849.96;270.08,2866.05;245.58,2900.79;247.85,2920.46;228.24,2920.72;129.47,2897.83;96.04,2880;-26.49,2806.09;-42.43,3404.34;2506.65,3389.49;2494.9,3040.9;2197.53,3058.28;1971.62,3041.07;1903.25,3001.48;1805.56,3006.47;1763.38,3044.22;1728.96,3042;1716.75,2992.6;1634.97,3001.24;1469.7,2991.91;1592.53,2816.31;1526.08,2754.59;1523.7,2743.69;1510.42,2732.38;1518.34,2720.19;1519.14,2692.73;1537.39,2674.49;1547.05,2652.39;1560.2,2656.61;1569.52,2655.82;1590.14,2630.84;1588.36,2668.31;1601.05,2674.66;1616.69,2666.97;1631.96,2663.99;1648.93,2659.44;1661.02,2643.18;1683.93,2649.39;1709.05,2666.36;1709.85,2685.99;1700.13,2715.14;1706.31,2734.71;1685.45,2762.14;1690.49,2774.31;1668,2783.35;1647.56,2809.01;1609.69,2807.02;1591.44,2812.18;1561.35,2790.06;1522.83,2762.47;1446.4,2996.69;1469.82,2993.02;1488.66,2974.8;1504.17,2949.94;1511.39,2957.42;1523.42,2959.29;1538.92,2949.67;1550.15,2950.74;1573.41,2934.43;1587.85,2948.06;1605.57,2949.27;1637.12,2933.49;1639.79,2943.38;1647.55,2950.07;1679.9,2944.45;1703.96,2925.47;1710.11,2911.3;1691.39,2892.85;1723.06,2857.04;1757.03,2859.68;1777.35,2849.52;1803.28,2853.53;1814.78,2840.69;1819.33,2820.11;1809.7,2801.39;1779.76,2795.51;1770.4,2811.82;1758.9,2808.08;1745.05,2789.69;1727.52,2772.16;1727.71,2755.74;1737.85,2750.21;1766.71,2726.89;1774.31,2702.34;1759.36,2657.72;1749.86,2636.91;1729.2,2626.58;1699.22,2621.48;1686.42,2619.65;1678.43,2568.22;1698.26,2569.49;1707.93,2552.42;1698.57,2530.16;1814.65,2268.09;1830.05,2251.91;1814.65,2226.56;1830.36,2207.12;1816.56,2192.29;1783.41,2192;1772.5,2210.07;1788.98,2255.96;1819.47,2271.35;1702.72,2534;1684.09,2511.88;1666.93,2511.64
311	210040000	1	70213	103.1,903.13;1720.22,965.36;1699.88,1026.51;1775.53,1142.02;2382.33,1118.64;3099.88,955.38;3102.5,544.88;2262.58,874.97;2125.6,887.2;1974.2,826.84;1918.41,896.4;1821.38,898.63
312	210040000	22	70214	0.1,320.1;1967.1,2647.2;1942.42,2721.44;1965.11,2734;2011.52,2723.56;2031.9,2698.2;2012.46,2685.96;2005.76,2665.15;2016.48,2655.85;2023.94,2666.14;2057.6,2656.61;2067.3,2629.78;2118.78,2661.17;2106.19,2679.97;2107.89,2687.37;2142.3,2719.52;2172.77,2680.01;2161.31,2660.36;2150.27,2653.88;2151.36,2615.23;2186.05,2639.24;2214.85,2623.16;2225.72,2606.84;2208.32,2569.33;2199.51,2551.47;2170.51,2538.91;2145.38,2561.67;2139.03,2607.53;2152.2,2615.32;2150.73,2654.42;2142.11,2650.05;2121.37,2658.05;2118.66,2662;2066.82,2630.25;2075.07,2605.14;2065.32,2565.68;2026.84,2543.06;2012,2581.24;1998.64,2597.27;1999.58,2618.1
313	210040000	8	70215	105.2,125.2;599.02,1835.18;587.83,1850.39;595.29,1875.36;607.6,1886.1;628.87,1893.8;655.8,1892.27;657.36,1874.98;669.61,1850.17;649.67,1813.88;635.68,1806.84
314	210040000	89	70216	0.1,125.1;1550.79,2707.49;1548.71,2709.74;1548.75,2712.8;1549.64,2714.35;1552.61,2715.64;1554.04,2715.24;1558.62,2716.22;1560.82,2717.11;1561.62,2716.76;1562.97,2713.84;1562.24,2712.91;1556.43,2709.44;1555.56,2708.23;1552.61,2706.98
315	210040000	16	70217	0.1,423.13;2432.19,312.2;2442.18,307.55;2448.79,321.64;2438.77,326.33
316	210040000	91	70218	0.1,132.1;294.91,302.4;296.5,346.74;341.81,343.79;350.45,331.49;350.2,313.63;341.32,301.14
317	210040000	21	70219	0.1,300.1;2260.14,2573.67;2285.74,2598.59;2321.1,2619.23;2354.11,2631.48;2395.18,2571.41;2442.39,2521.76;2398.22,2479.47;2352.97,2526.65;2285.17,2516.76
318	210040000	80	70220	0.1,800.1;1590.99,2215.07;1589.97,2308.69;1664.42,2316.74;1703.85,2279.55;1708.06,2237.35;1661.82,2196.81
